event_id,timestamp_start,timestamp_end,event_type,road_id,location_description,severity,duration_minutes,affected_lanes,response_team_dispatched,response_time_min,casualties,description,cause,weather_condition
EVT-00429,2024-01-29 22:36:00,2024-01-30 02:36:00,Pohon Tumbang,RD-0125,Jl. Gatot Subroto - Kuningan,Major,240,4,1,30,0,Insiden struktur jalan,Kecelakaan beruntun,Cerah
EVT-00430,2024-02-01 12:08:00,2024-02-01 17:14:00,Acara Khusus,RD-0140,Jl. Diponegoro - Cikini,Minor,306,1,1,20,0,Pemasangan marka jalan,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-00431,2024-03-12 08:58:00,2024-03-12 11:58:00,Acara Khusus,RD-0156,Jl. Thamrin - Monas,Major,180,4,1,44,0,Insiden struktur jalan,Festival jalanan,Hujan Sedang
EVT-00432,2024-01-24 04:45:00,2024-01-24 07:19:00,Kemacetan Parah,RD-0066,Jl. Raya Bogor - Cibubur,Minor,154,4,1,6,0,Kecelakaan beruntun,Jalan rusak,Hujan Ringan
EVT-00433,2024-01-15 15:40:00,2024-01-15 21:02:00,Banjir,RD-0075,Jl. Gatot Subroto - Kuningan,Major,322,4,1,16,0,Kendaraan terguling,Kecelakaan beruntun,Berawan
EVT-00434,2024-01-28 17:26:00,2024-01-28 17:48:00,Kecelakaan,RD-0178,Jl. Casablanca - Kampung Melayu,Moderate,22,1,0,0,0,Curah hujan tinggi,Festival jalanan,Berawan
EVT-00435,2024-01-01 06:12:00,2024-01-01 14:01:00,Acara Khusus,RD-0081,Jl. Diponegoro - Cikini,Major,469,4,1,45,0,Drainase tersumbat,Kendaraan mogok di jalan,Cerah
EVT-00436,2024-03-14 17:12:00,2024-03-14 19:44:00,Jalan Ditutup,RD-0011,Jl. Jend. Gatot Subroto - Slipi,Minor,152,4,1,24,0,Kendaraan mogok di jalan,Jalan rusak,Hujan Lebat
EVT-00437,2024-01-20 16:37:00,2024-01-21 00:32:00,Acara Khusus,RD-0078,Jl. Proklamasi - Menteng,Critical,475,3,1,39,0,Kecelakaan tunggal,Kecelakaan tabrakan belakang,Cerah
EVT-00438,2024-01-20 20:59:00,2024-01-23 10:20:00,Perbaikan Jalan,RD-0188,Jl. Sudirman - Bundaran HI,Moderate,3681,3,1,43,0,Festival jalanan,Curah hujan tinggi,Cerah
EVT-00439,2024-01-01 05:58:00,2024-01-01 06:35:00,Protes/Unjuk Rasa,RD-0137,Jl. KS Tubun - Slipi,Moderate,37,3,0,0,0,Konvoi kendaraan resmi,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-00440,2024-02-01 02:23:00,2024-02-01 04:11:00,Jalan Ditutup,RD-0057,Jl. KS Tubun - Slipi,Major,108,4,1,14,0,Proyek perbaikan jalan,Insiden struktur jalan,Hujan Ringan
EVT-00441,2024-03-24 06:44:00,2024-03-24 08:52:00,Protes/Unjuk Rasa,RD-0153,Jl. HR Rasuna Said - Casablanca,Moderate,128,2,0,0,0,Kendaraan terguling,Jalan rusak,Berawan
EVT-00442,2024-02-28 11:07:00,2024-02-28 16:00:00,Jalan Ditutup,RD-0083,Jl. Raya Bogor - Cibubur,Minor,293,4,0,0,0,Insiden struktur jalan,Kendaraan terguling,Hujan Lebat
EVT-00443,2024-03-01 18:01:00,2024-03-02 02:19:00,Acara Khusus,RD-0156,Jl. Pemuda - Senen,Moderate,498,3,1,25,0,Pemasangan marka jalan,Pemasangan marka jalan,Hujan Sedang
EVT-00444,2024-03-31 12:25:00,2024-03-31 15:27:00,Konvoi,RD-0039,Jl. Proklamasi - Menteng,Moderate,182,1,1,42,0,Drainase tersumbat,Kecelakaan beruntun,Berawan
EVT-00445,2024-01-10 02:34:00,2024-01-10 03:40:00,Kendaraan Mogok,RD-0008,Jl. Gatot Subroto - Kuningan,Moderate,66,1,1,6,0,Perbaikan saluran air,Drainase tersumbat,Hujan Ringan
EVT-00446,2024-02-28 03:41:00,2024-02-28 08:57:00,Konvoi,RD-0137,Jl. Hayam Wuruk - Harmoni,Minor,316,3,0,0,0,Kendaraan mogok di jalan,Kendaraan mogok di jalan,Berawan
EVT-00447,2024-01-05 16:00:00,2024-01-05 21:47:00,Pohon Tumbang,RD-0038,Jl. Jend. Sudirman - Semanggi,Major,347,4,1,12,0,Curah hujan tinggi,Jalan rusak,Hujan Sedang
EVT-00448,2024-02-07 10:59:00,2024-02-07 13:41:00,Pohon Tumbang,RD-0124,Jl. Hayam Wuruk - Harmoni,Minor,162,2,1,23,0,Perbaikan saluran air,Curah hujan tinggi,Cerah
EVT-00449,2024-03-20 09:53:00,2024-03-20 11:44:00,Konvoi,RD-0121,Jl. Hayam Wuruk - Harmoni,Minor,111,3,0,0,0,Festival jalanan,Curah hujan tinggi,Cerah
EVT-00450,2024-02-29 23:47:00,2024-03-01 02:36:00,Jalan Ditutup,RD-0003,Jl. Gajah Mada - Mangga Dua,Major,169,1,1,42,0,Perbaikan saluran air,Insiden struktur jalan,Cerah
EVT-00451,2024-03-12 05:46:00,2024-03-12 07:53:00,Banjir,RD-0148,Jl. Jend. Sudirman - Semanggi,Major,127,3,1,43,0,Jalan rusak,Kecelakaan tunggal,Cerah
EVT-00452,2024-01-15 15:58:00,2024-01-15 17:05:00,Pohon Tumbang,RD-0088,Jl. Proklamasi - Menteng,Major,67,1,1,40,0,Bahan berbahaya tumpah,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-00453,2024-01-29 00:18:00,2024-01-29 04:10:00,Kemacetan Parah,RD-0088,Jl. Jend. Gatot Subroto - Slipi,Moderate,232,4,1,23,0,Perbaikan saluran air,Proyek perbaikan jalan,Hujan Lebat
EVT-00454,2024-01-05 04:47:00,2024-01-05 09:41:00,Kemacetan Parah,RD-0116,Jl. Proklamasi - Menteng,Moderate,294,1,1,30,0,Festival jalanan,Kecelakaan tabrakan belakang,Cerah
EVT-00455,2024-01-02 17:37:00,2024-01-02 20:26:00,Konvoi,RD-0165,Jl. Jend. Gatot Subroto - Slipi,Moderate,169,4,1,23,0,Kecelakaan tunggal,Kecelakaan tabrakan belakang,Berawan
EVT-00456,2024-02-03 20:22:00,2024-02-03 21:25:00,Kendaraan Mogok,RD-0048,Jl. Diponegoro - Cikini,Moderate,63,2,1,27,0,Curah hujan tinggi,Perbaikan saluran air,Hujan Lebat
EVT-00457,2024-03-23 09:44:00,2024-03-23 11:07:00,Banjir,RD-0049,Jl. Raden Saleh - Salemba,Major,83,1,1,14,0,Kecelakaan tabrakan belakang,Perbaikan saluran air,Berawan
EVT-00458,2024-02-17 17:56:00,2024-02-17 23:23:00,Pohon Tumbang,RD-0047,Jl. HR Rasuna Said - Casablanca,Major,327,1,1,32,0,Curah hujan tinggi,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-00459,2024-03-31 02:05:00,2024-03-31 07:57:00,Pohon Tumbang,RD-0125,Jl. Pemuda - Senen,Minor,352,3,1,18,0,Perbaikan saluran air,Kendaraan terguling,Hujan Lebat
EVT-00460,2024-01-02 17:55:00,2024-01-02 18:16:00,Kecelakaan,RD-0127,Jl. MT Haryono - Cawang,Major,21,1,1,30,1,Festival jalanan,Perbaikan saluran air,Hujan Ringan
EVT-00461,2024-01-02 03:19:00,2024-01-04 01:21:00,Perbaikan Jalan,RD-0074,Jl. Jend. Gatot Subroto - Slipi,Moderate,2762,3,0,0,0,Proyek perbaikan jalan,Festival jalanan,Cerah
EVT-00462,2024-02-22 17:04:00,2024-02-23 21:30:00,Perbaikan Jalan,RD-0129,Jl. Diponegoro - Cikini,Moderate,1706,3,1,37,0,Kecelakaan tunggal,Pemasangan marka jalan,Hujan Sedang
EVT-00463,2024-02-22 00:02:00,2024-02-22 10:48:00,Acara Khusus,RD-0103,Jl. Gatot Subroto - Kuningan,Major,646,1,1,8,0,Kendaraan terguling,Curah hujan tinggi,Hujan Sedang
EVT-00464,2024-01-13 07:23:00,2024-01-13 09:03:00,Kendaraan Mogok,RD-0078,Jl. Jend. Gatot Subroto - Slipi,Moderate,100,2,1,41,0,Kecelakaan tabrakan belakang,Kendaraan terguling,Hujan Sedang
EVT-00465,2024-02-20 21:58:00,2024-02-21 01:32:00,Kemacetan Parah,RD-0137,Jl. HR Rasuna Said - Casablanca,Minor,214,1,1,43,0,Kendaraan mogok di jalan,Insiden struktur jalan,Hujan Sedang
EVT-00466,2024-03-17 15:11:00,2024-03-17 15:45:00,Kendaraan Mogok,RD-0068,Jl. KS Tubun - Slipi,Moderate,34,4,1,43,0,Kecelakaan tabrakan belakang,Kendaraan mogok di jalan,Cerah
EVT-00467,2024-02-02 14:31:00,2024-02-02 21:02:00,Acara Khusus,RD-0109,Jl. Rasuna Said - Setiabudi,Minor,391,1,1,24,0,Perbaikan saluran air,Proyek perbaikan jalan,Hujan Ringan
EVT-00468,2024-01-03 14:26:00,2024-01-03 17:06:00,Jalan Ditutup,RD-0146,Jl. HR Rasuna Said - Casablanca,Critical,160,1,1,21,0,Pemasangan marka jalan,Bahan berbahaya tumpah,Hujan Lebat
EVT-00469,2024-03-03 05:59:00,2024-03-03 10:04:00,Konvoi,RD-0137,Jl. Gajah Mada - Mangga Dua,Moderate,245,1,1,10,0,Insiden struktur jalan,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-00470,2024-01-05 06:09:00,2024-01-05 10:23:00,Konvoi,RD-0022,Jl. Jend. Sudirman - Semanggi,Major,254,1,1,19,0,Proyek perbaikan jalan,Kecelakaan tunggal,Hujan Ringan
EVT-00471,2024-02-18 13:13:00,2024-02-18 17:30:00,Protes/Unjuk Rasa,RD-0196,Jl. MT Haryono - Cawang,Moderate,257,3,1,23,0,Kecelakaan tabrakan belakang,Proyek perbaikan jalan,Cerah
EVT-00472,2024-01-14 06:15:00,2024-01-14 11:01:00,Jalan Ditutup,RD-0019,Jl. Kramat Raya - Senen,Major,286,3,1,37,0,Perbaikan saluran air,Pemasangan marka jalan,Hujan Ringan
EVT-00473,2024-01-16 02:00:00,2024-01-16 04:34:00,Kendaraan Mogok,RD-0135,Jl. Jend. Gatot Subroto - Slipi,Major,154,3,1,31,0,Festival jalanan,Kendaraan mogok di jalan,Hujan Ringan
EVT-00474,2024-01-07 04:49:00,2024-01-07 05:43:00,Kecelakaan,RD-0110,Jl. Gajah Mada - Mangga Dua,Minor,54,2,0,0,2,Kendaraan terguling,Kendaraan terguling,Hujan Sedang
EVT-00475,2024-03-30 08:37:00,2024-03-30 09:32:00,Kendaraan Mogok,RD-0006,Jl. Proklamasi - Menteng,Major,55,4,1,11,0,Festival jalanan,Proyek perbaikan jalan,Berawan
EVT-00476,2024-01-09 09:55:00,2024-01-09 10:50:00,Kecelakaan,RD-0142,Jl. Rasuna Said - Setiabudi,Major,55,2,1,19,0,Pemasangan marka jalan,Festival jalanan,Hujan Lebat
EVT-00477,2024-03-26 05:15:00,2024-03-26 06:27:00,Konvoi,RD-0012,Jl. Gajah Mada - Mangga Dua,Moderate,72,2,0,0,0,Curah hujan tinggi,Proyek perbaikan jalan,Cerah
EVT-00478,2024-02-01 17:45:00,2024-02-01 20:08:00,Kendaraan Mogok,RD-0086,Jl. Casablanca - Kampung Melayu,Moderate,143,4,1,39,0,Festival jalanan,Pemasangan marka jalan,Cerah
EVT-00479,2024-01-20 01:25:00,2024-01-20 03:59:00,Jalan Ditutup,RD-0115,Jl. MT Haryono - Cawang,Major,154,2,1,35,0,Kendaraan mogok di jalan,Konvoi kendaraan resmi,Hujan Ringan
EVT-00480,2024-01-03 12:55:00,2024-01-03 14:39:00,Kecelakaan,RD-0189,Jl. Sudirman - Bundaran HI,Moderate,104,3,1,10,0,Festival jalanan,Kendaraan mogok di jalan,Berawan
EVT-00481,2024-03-24 14:47:00,2024-03-24 16:32:00,Kemacetan Parah,RD-0017,Jl. Jend. Sudirman - Semanggi,Major,105,2,1,41,0,Kendaraan mogok di jalan,Proyek perbaikan jalan,Hujan Lebat
EVT-00482,2024-02-28 17:11:00,2024-02-28 19:45:00,Protes/Unjuk Rasa,RD-0160,Jl. Proklamasi - Menteng,Moderate,154,1,1,42,0,Kendaraan mogok di jalan,Perbaikan saluran air,Cerah
EVT-00483,2024-02-27 17:30:00,2024-02-27 21:30:00,Kemacetan Parah,RD-0152,Jl. Jend. Gatot Subroto - Slipi,Minor,240,3,0,0,0,Festival jalanan,Bahan berbahaya tumpah,Cerah
EVT-00484,2024-02-14 02:24:00,2024-02-14 02:56:00,Protes/Unjuk Rasa,RD-0127,Jl. Raden Saleh - Salemba,Minor,32,4,1,45,0,Kecelakaan beruntun,Bahan berbahaya tumpah,Hujan Lebat
EVT-00485,2024-03-02 05:32:00,2024-03-02 10:16:00,Acara Khusus,RD-0040,Jl. Raya Bogor - Cibubur,Minor,284,3,0,0,0,Curah hujan tinggi,Proyek perbaikan jalan,Hujan Ringan
EVT-00486,2024-03-11 09:18:00,2024-03-11 10:05:00,Kecelakaan,RD-0186,Jl. Raden Saleh - Salemba,Critical,47,1,1,39,0,Kecelakaan tunggal,Bahan berbahaya tumpah,Hujan Sedang
EVT-00487,2024-01-19 10:37:00,2024-01-19 13:39:00,Protes/Unjuk Rasa,RD-0080,Jl. Diponegoro - Cikini,Minor,182,1,0,0,0,Drainase tersumbat,Kecelakaan beruntun,Hujan Sedang
EVT-00488,2024-01-18 21:45:00,2024-01-19 02:05:00,Konvoi,RD-0196,Jl. Gajah Mada - Mangga Dua,Critical,260,1,1,14,0,Pemasangan marka jalan,Kecelakaan beruntun,Cerah
EVT-00489,2024-02-07 22:56:00,2024-02-08 00:32:00,Kendaraan Mogok,RD-0040,Jl. Casablanca - Kampung Melayu,Moderate,96,2,1,27,0,Proyek perbaikan jalan,Drainase tersumbat,Hujan Lebat
EVT-00490,2024-03-17 02:17:00,2024-03-17 13:31:00,Perbaikan Jalan,RD-0185,Jl. MT Haryono - Cawang,Minor,674,1,0,0,0,Konvoi kendaraan resmi,Perbaikan saluran air,Hujan Lebat
EVT-00491,2024-02-23 10:55:00,2024-02-24 04:58:00,Perbaikan Jalan,RD-0076,Jl. Pemuda - Senen,Minor,1083,3,1,21,0,Drainase tersumbat,Insiden struktur jalan,Hujan Lebat
EVT-00492,2024-02-20 04:29:00,2024-02-20 15:43:00,Acara Khusus,RD-0154,Jl. Jend. Sudirman - Semanggi,Major,674,4,1,8,0,Festival jalanan,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-00493,2024-02-07 17:39:00,2024-02-07 22:24:00,Kemacetan Parah,RD-0004,Jl. Asia Afrika - Gelora Bung Karno,Major,285,3,1,16,0,Insiden struktur jalan,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-00494,2024-03-26 12:34:00,2024-03-29 04:13:00,Perbaikan Jalan,RD-0096,Jl. Satrio - Mega Kuningan,Moderate,3819,2,0,0,0,Jalan rusak,Konvoi kendaraan resmi,Hujan Sedang
EVT-00495,2024-02-19 23:10:00,2024-02-20 00:21:00,Kecelakaan,RD-0033,Jl. KS Tubun - Slipi,Moderate,71,4,0,0,1,Jalan rusak,Perbaikan saluran air,Hujan Sedang
EVT-00496,2024-03-06 23:25:00,2024-03-07 02:09:00,Kemacetan Parah,RD-0051,Jl. Raya Bogor - Cibubur,Moderate,164,2,1,6,0,Kendaraan mogok di jalan,Festival jalanan,Berawan
EVT-00497,2024-02-05 03:12:00,2024-02-05 06:11:00,Acara Khusus,RD-0176,Jl. Raden Saleh - Salemba,Minor,179,2,0,0,0,Proyek perbaikan jalan,Proyek perbaikan jalan,Hujan Lebat
EVT-00498,2024-03-17 14:01:00,2024-03-17 16:50:00,Konvoi,RD-0091,Jl. Thamrin - Monas,Moderate,169,3,0,0,0,Kendaraan terguling,Kendaraan terguling,Hujan Sedang
EVT-00499,2024-02-01 01:21:00,2024-02-01 03:54:00,Kendaraan Mogok,RD-0005,Jl. Proklamasi - Menteng,Major,153,3,1,28,0,Kecelakaan tabrakan belakang,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-00500,2024-03-04 14:21:00,2024-03-05 10:11:00,Perbaikan Jalan,RD-0200,Jl. Jend. Sudirman - Semanggi,Moderate,1190,4,0,0,0,Festival jalanan,Proyek perbaikan jalan,Hujan Lebat
EVT-00501,2024-03-13 06:20:00,2024-03-13 09:55:00,Protes/Unjuk Rasa,RD-0068,Jl. KS Tubun - Slipi,Moderate,215,2,0,0,0,Kecelakaan beruntun,Proyek perbaikan jalan,Hujan Sedang
EVT-00502,2024-03-21 00:34:00,2024-03-21 02:41:00,Jalan Ditutup,RD-0163,Jl. Casablanca - Kampung Melayu,Moderate,127,1,1,24,0,Konvoi kendaraan resmi,Pemasangan marka jalan,Hujan Lebat
EVT-00503,2024-03-08 19:44:00,2024-03-08 22:30:00,Kendaraan Mogok,RD-0070,Jl. Thamrin - Monas,Major,166,4,1,35,0,Pemasangan marka jalan,Proyek perbaikan jalan,Berawan
EVT-00504,2024-01-16 22:14:00,2024-01-16 23:20:00,Konvoi,RD-0061,Jl. Kramat Raya - Senen,Minor,66,4,1,9,0,Kecelakaan beruntun,Jalan rusak,Berawan
EVT-00505,2024-01-17 10:41:00,2024-01-17 13:59:00,Protes/Unjuk Rasa,RD-0015,Jl. MT Haryono - Cawang,Major,198,3,1,36,0,Kecelakaan tabrakan belakang,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-00506,2024-01-08 04:12:00,2024-01-10 10:15:00,Perbaikan Jalan,RD-0023,Jl. Kramat Raya - Senen,Minor,3243,3,1,21,0,Perbaikan saluran air,Perbaikan saluran air,Hujan Ringan
EVT-00507,2024-01-03 07:18:00,2024-01-03 12:39:00,Pohon Tumbang,RD-0120,Jl. Diponegoro - Cikini,Moderate,321,3,1,43,0,Kendaraan mogok di jalan,Kendaraan mogok di jalan,Cerah
EVT-00508,2024-01-22 07:35:00,2024-01-22 07:59:00,Kendaraan Mogok,RD-0045,Jl. Jend. Sudirman - Semanggi,Major,24,3,1,13,0,Festival jalanan,Jalan rusak,Hujan Ringan
EVT-00509,2024-03-14 04:02:00,2024-03-14 04:47:00,Protes/Unjuk Rasa,RD-0074,Jl. Jend. Sudirman - Semanggi,Minor,45,4,0,0,0,Insiden struktur jalan,Insiden struktur jalan,Cerah
EVT-00510,2024-03-28 03:59:00,2024-03-28 08:53:00,Konvoi,RD-0110,Jl. Jend. Gatot Subroto - Slipi,Major,294,3,1,13,0,Proyek perbaikan jalan,Insiden struktur jalan,Hujan Sedang
EVT-00511,2024-01-19 17:08:00,2024-01-19 18:57:00,Konvoi,RD-0115,Jl. Diponegoro - Cikini,Moderate,109,4,0,0,0,Kendaraan mogok di jalan,Kecelakaan tunggal,Hujan Ringan
EVT-00512,2024-03-16 04:41:00,2024-03-18 09:52:00,Perbaikan Jalan,RD-0197,Jl. Sudirman - Bundaran HI,Moderate,3191,1,0,0,0,Proyek perbaikan jalan,Proyek perbaikan jalan,Hujan Sedang
EVT-00513,2024-03-02 06:42:00,2024-03-02 12:05:00,Kemacetan Parah,RD-0084,Jl. Hayam Wuruk - Harmoni,Moderate,323,2,0,0,0,Bahan berbahaya tumpah,Pemasangan marka jalan,Hujan Ringan
EVT-00514,2024-01-24 22:28:00,2024-01-25 07:26:00,Banjir,RD-0104,Jl. Kramat Raya - Senen,Major,538,4,1,14,0,Festival jalanan,Drainase tersumbat,Hujan Lebat
EVT-00515,2024-01-28 21:20:00,2024-01-30 23:54:00,Perbaikan Jalan,RD-0176,Jl. Diponegoro - Cikini,Moderate,3034,2,0,0,0,Insiden struktur jalan,Pemasangan marka jalan,Berawan
EVT-00516,2024-01-19 10:42:00,2024-01-19 20:56:00,Acara Khusus,RD-0115,Jl. Rasuna Said - Setiabudi,Critical,614,3,1,37,0,Pemasangan marka jalan,Curah hujan tinggi,Cerah
EVT-00517,2024-02-03 04:56:00,2024-02-03 07:28:00,Protes/Unjuk Rasa,RD-0062,Jl. Proklamasi - Menteng,Major,152,4,1,41,0,Perbaikan saluran air,Bahan berbahaya tumpah,Hujan Sedang
EVT-00518,2024-02-07 07:30:00,2024-02-07 11:38:00,Konvoi,RD-0046,Jl. Kramat Raya - Senen,Major,248,1,1,17,0,Pemasangan marka jalan,Insiden struktur jalan,Cerah
EVT-00519,2024-01-13 17:03:00,2024-01-13 18:56:00,Kendaraan Mogok,RD-0183,Jl. Diponegoro - Cikini,Minor,113,2,1,12,1,Pemasangan marka jalan,Proyek perbaikan jalan,Cerah
EVT-00520,2024-02-24 00:55:00,2024-02-24 01:48:00,Kendaraan Mogok,RD-0091,Jl. Asia Afrika - Gelora Bung Karno,Moderate,53,4,1,25,0,Bahan berbahaya tumpah,Proyek perbaikan jalan,Berawan
EVT-00521,2024-02-29 11:40:00,2024-02-29 13:01:00,Konvoi,RD-0186,Jl. Satrio - Mega Kuningan,Major,81,1,1,14,0,Bahan berbahaya tumpah,Jalan rusak,Hujan Lebat
EVT-00522,2024-03-25 02:07:00,2024-03-25 04:35:00,Acara Khusus,RD-0054,Jl. Diponegoro - Cikini,Moderate,148,3,1,19,0,Kecelakaan tabrakan belakang,Kecelakaan tunggal,Hujan Ringan
EVT-00523,2024-03-08 06:51:00,2024-03-08 17:33:00,Acara Khusus,RD-0193,Jl. Diponegoro - Cikini,Critical,642,3,1,19,0,Kecelakaan tunggal,Festival jalanan,Hujan Lebat
EVT-00524,2024-03-13 20:52:00,2024-03-14 00:34:00,Jalan Ditutup,RD-0171,Jl. Thamrin - Monas,Minor,222,3,1,38,0,Kecelakaan beruntun,Bahan berbahaya tumpah,Berawan
EVT-00525,2024-02-25 12:32:00,2024-02-25 17:19:00,Jalan Ditutup,RD-0062,Jl. Diponegoro - Cikini,Critical,287,4,1,25,0,Pemasangan marka jalan,Festival jalanan,Hujan Ringan
EVT-00526,2024-02-22 13:34:00,2024-02-22 18:17:00,Banjir,RD-0002,Jl. Gatot Subroto - Kuningan,Critical,283,3,1,5,0,Curah hujan tinggi,Jalan rusak,Cerah
EVT-00527,2024-02-03 13:06:00,2024-02-03 17:05:00,Pohon Tumbang,RD-0105,Jl. Asia Afrika - Gelora Bung Karno,Moderate,239,2,0,0,0,Pemasangan marka jalan,Konvoi kendaraan resmi,Berawan
EVT-00528,2024-01-01 05:03:00,2024-01-01 07:55:00,Kendaraan Mogok,RD-0179,Jl. Gajah Mada - Mangga Dua,Moderate,172,1,1,37,0,Kecelakaan beruntun,Kendaraan mogok di jalan,Berawan
EVT-00529,2024-02-28 10:56:00,2024-02-28 14:55:00,Protes/Unjuk Rasa,RD-0011,Jl. Sudirman - Bundaran HI,Major,239,2,1,45,0,Kendaraan terguling,Kecelakaan tunggal,Hujan Lebat
EVT-00530,2024-02-07 21:13:00,2024-02-08 02:15:00,Kemacetan Parah,RD-0166,Jl. Casablanca - Kampung Melayu,Critical,302,1,1,16,0,Proyek perbaikan jalan,Insiden struktur jalan,Hujan Lebat
EVT-00531,2024-02-06 20:46:00,2024-02-06 22:18:00,Kecelakaan,RD-0007,Jl. Casablanca - Kampung Melayu,Major,92,1,1,36,0,Bahan berbahaya tumpah,Perbaikan saluran air,Hujan Sedang
EVT-00532,2024-01-11 13:58:00,2024-01-11 16:29:00,Kendaraan Mogok,RD-0166,Jl. KS Tubun - Slipi,Moderate,151,4,1,10,0,Jalan rusak,Kecelakaan tunggal,Hujan Ringan
EVT-00533,2024-01-23 06:51:00,2024-01-23 13:43:00,Banjir,RD-0163,Jl. Hayam Wuruk - Harmoni,Major,412,4,1,24,0,Curah hujan tinggi,Pemasangan marka jalan,Cerah
EVT-00534,2024-03-28 06:02:00,2024-03-28 09:02:00,Acara Khusus,RD-0170,Jl. Gajah Mada - Mangga Dua,Major,180,1,1,45,0,Festival jalanan,Konvoi kendaraan resmi,Cerah
EVT-00535,2024-03-03 03:33:00,2024-03-03 03:58:00,Kendaraan Mogok,RD-0188,Jl. Satrio - Mega Kuningan,Critical,25,2,1,13,0,Insiden struktur jalan,Konvoi kendaraan resmi,Cerah
EVT-00536,2024-02-12 18:18:00,2024-02-12 21:26:00,Pohon Tumbang,RD-0109,Jl. KS Tubun - Slipi,Major,188,3,1,7,0,Insiden struktur jalan,Kendaraan mogok di jalan,Berawan
EVT-00537,2024-02-29 07:42:00,2024-03-01 23:39:00,Perbaikan Jalan,RD-0059,Jl. KS Tubun - Slipi,Minor,2397,2,0,0,0,Festival jalanan,Curah hujan tinggi,Hujan Lebat
EVT-00538,2024-02-05 14:04:00,2024-02-05 15:40:00,Kecelakaan,RD-0168,Jl. Diponegoro - Cikini,Moderate,96,2,0,0,0,Proyek perbaikan jalan,Insiden struktur jalan,Hujan Sedang
EVT-00539,2024-02-11 11:27:00,2024-02-11 12:38:00,Jalan Ditutup,RD-0104,Jl. Raden Saleh - Salemba,Moderate,71,4,1,22,0,Kendaraan terguling,Konvoi kendaraan resmi,Hujan Lebat
EVT-00540,2024-01-31 19:46:00,2024-02-03 11:57:00,Perbaikan Jalan,RD-0110,Jl. Proklamasi - Menteng,Major,3851,4,1,26,0,Festival jalanan,Kecelakaan tunggal,Hujan Lebat
EVT-00541,2024-02-12 01:43:00,2024-02-12 08:36:00,Banjir,RD-0020,Jl. Casablanca - Kampung Melayu,Moderate,413,1,1,25,0,Konvoi kendaraan resmi,Perbaikan saluran air,Berawan
EVT-00542,2024-02-03 09:24:00,2024-02-03 12:52:00,Protes/Unjuk Rasa,RD-0116,Jl. Sudirman - Bundaran HI,Minor,208,2,0,0,0,Jalan rusak,Kecelakaan beruntun,Hujan Sedang
EVT-00543,2024-01-04 00:10:00,2024-01-04 06:33:00,Banjir,RD-0059,Jl. Thamrin - Monas,Major,383,1,1,42,0,Drainase tersumbat,Pemasangan marka jalan,Hujan Ringan
EVT-00544,2024-01-25 11:36:00,2024-01-25 15:08:00,Kemacetan Parah,RD-0010,Jl. Raya Bogor - Cibubur,Major,212,4,1,10,0,Kendaraan mogok di jalan,Proyek perbaikan jalan,Hujan Sedang
EVT-00545,2024-02-18 19:08:00,2024-02-18 22:01:00,Banjir,RD-0078,Jl. Diponegoro - Cikini,Critical,173,1,1,32,0,Curah hujan tinggi,Kendaraan mogok di jalan,Hujan Sedang
EVT-00546,2024-02-13 11:17:00,2024-02-13 14:24:00,Kemacetan Parah,RD-0076,Jl. Kramat Raya - Senen,Major,187,1,1,22,0,Jalan rusak,Kecelakaan tunggal,Cerah
EVT-00547,2024-02-26 13:24:00,2024-02-26 16:16:00,Banjir,RD-0194,Jl. Raya Bogor - Cibubur,Major,172,4,1,13,0,Insiden struktur jalan,Bahan berbahaya tumpah,Berawan
EVT-00548,2024-01-07 00:32:00,2024-01-07 05:06:00,Jalan Ditutup,RD-0150,Jl. Satrio - Mega Kuningan,Moderate,274,3,0,0,0,Kecelakaan tabrakan belakang,Curah hujan tinggi,Hujan Lebat
EVT-00549,2024-03-14 17:47:00,2024-03-14 18:49:00,Kendaraan Mogok,RD-0194,Jl. Casablanca - Kampung Melayu,Minor,62,1,1,16,1,Kendaraan terguling,Kecelakaan beruntun,Berawan
EVT-00550,2024-03-30 18:50:00,2024-03-30 20:49:00,Konvoi,RD-0020,Jl. Raya Bogor - Cibubur,Moderate,119,1,0,0,0,Kecelakaan beruntun,Pemasangan marka jalan,Hujan Ringan
EVT-00551,2024-02-27 12:46:00,2024-02-27 13:38:00,Kemacetan Parah,RD-0102,Jl. Casablanca - Kampung Melayu,Moderate,52,3,0,0,0,Proyek perbaikan jalan,Bahan berbahaya tumpah,Berawan
EVT-00552,2024-03-10 02:06:00,2024-03-10 09:18:00,Banjir,RD-0177,Jl. Hayam Wuruk - Harmoni,Minor,432,4,0,0,0,Insiden struktur jalan,Bahan berbahaya tumpah,Hujan Ringan
