DateTime,Latitude,Longitude,Vehicle_Count,Speed,Congestion_Level,Weather,Road_Name,Traffic_Signal,Accident,Hour,Day,Month,Year,DayOfWeek,Weekday,IsWeekend,PeakHour,Minute,TimeSlot,Alternative_Route,Estimated_Delay
2026-08-05 03:20:00,17.38350463783278,78.48812920822354,33,73,Low,0,0,0,0,3,5,8,2026,6,2,0,2,20,Night,No Alternate Route,0
2026-08-05 03:25:00,17.49299677312672,78.39267661828163,59,77,Low,3,3,1,0,3,5,8,2026,6,2,0,2,25,Night,No Alternate Route,0
2026-08-05 03:30:00,17.41255727239832,78.4469424114063,47,77,Low,2,1,1,0,3,5,8,2026,6,2,0,2,30,Night,No Alternate Route,0
2026-08-05 03:35:00,17.42588436300858,78.47309433414607,24,79,Low,3,4,1,0,3,5,8,2026,6,2,0,2,35,Night,No Alternate Route,0
2026-08-05 03:40:00,17.38687541324479,78.48538634686497,59,61,Low,1,0,0,0,3,5,8,2026,6,2,0,2,40,Night,No Alternate Route,0
2026-08-05 03:45:00,17.42236681478536,78.47185460742044,35,79,Low,2,4,1,0,3,5,8,2026,6,2,0,2,45,Night,No Alternate Route,0
2026-08-05 03:50:00,17.41103826030958,78.45014205476436,76,69,Low,1,1,2,0,3,5,8,2026,6,2,0,2,50,Night,No Alternate Route,0
2026-08-05 03:55:00,17.42496998266721,78.47300114884875,50,71,Low,1,4,1,0,3,5,8,2026,6,2,0,2,55,Night,No Alternate Route,0
2026-08-05 04:00:00,17.41427403303144,78.4470864953442,42,71,Low,1,1,1,0,4,5,8,2026,6,2,0,2,0,Night,No Alternate Route,0
2026-08-05 04:05:00,17.49655764877248,78.39033237462422,28,73,Low,2,3,1,0,4,5,8,2026,6,2,0,2,5,Night,No Alternate Route,0
2026-08-05 04:10:00,17.38691589295703,78.48593962875968,69,70,Low,2,0,1,0,4,5,8,2026,6,2,0,2,10,Night,No Alternate Route,0
2026-08-05 04:15:00,17.45220697128462,78.38130768484054,46,70,Low,3,2,1,0,4,5,8,2026,6,2,0,2,15,Night,No Alternate Route,0
2026-08-05 04:20:00,17.41312763001268,78.44691503786716,63,75,Low,3,1,0,0,4,5,8,2026,6,2,0,2,20,Night,No Alternate Route,0
2026-08-05 04:25:00,17.49397460138912,78.38996102868032,65,64,Low,3,3,1,0,4,5,8,2026,6,2,0,2,25,Night,No Alternate Route,0
2026-08-05 04:30:00,17.45230836284644,78.38215258814806,60,63,Low,2,2,2,0,4,5,8,2026,6,2,0,2,30,Night,No Alternate Route,0
2026-08-05 04:35:00,17.49607304224368,78.39316396875653,34,72,Low,1,3,1,0,4,5,8,2026,6,2,0,2,35,Night,No Alternate Route,0
2026-08-05 04:40:00,17.45092982037771,78.38356032718343,52,77,Low,0,2,2,0,4,5,8,2026,6,2,0,2,40,Night,No Alternate Route,0
2026-08-05 04:45:00,17.41430097164277,78.44933721231271,62,72,Low,1,1,0,0,4,5,8,2026,6,2,0,2,45,Night,No Alternate Route,0
2026-08-05 04:50:00,17.42437001394766,78.47195871703445,53,73,Low,1,4,2,0,4,5,8,2026,6,2,0,2,50,Night,No Alternate Route,0
2026-08-05 04:55:00,17.41245176155323,78.44973894992727,39,63,Low,3,1,2,0,4,5,8,2026,6,2,0,2,55,Night,No Alternate Route,0
2026-08-05 05:00:00,17.45171820314386,78.38159007253154,116,57,Moderate,3,2,1,0,5,5,8,2026,6,2,0,2,0,Morning,No Alternate Route,5
2026-08-05 05:05:00,17.41448471639212,78.44749420916813,133,44,Moderate,0,1,0,0,5,5,8,2026,6,2,0,2,5,Morning,No Alternate Route,5
2026-08-05 05:10:00,17.49386959274264,78.39018541838416,104,58,Moderate,0,3,0,0,5,5,8,2026,6,2,0,2,10,Morning,No Alternate Route,5
2026-08-05 05:15:00,17.38526868527438,78.48703365049634,136,42,Moderate,0,0,1,0,5,5,8,2026,6,2,0,2,15,Morning,No Alternate Route,5
2026-08-05 05:20:00,17.4486267057503,78.38087507550021,130,53,Moderate,3,2,2,0,5,5,8,2026,6,2,0,2,20,Morning,No Alternate Route,5
2026-08-05 05:25:00,17.38623360911836,78.48553214862409,147,41,Moderate,3,0,1,0,5,5,8,2026,6,2,0,2,25,Morning,No Alternate Route,5
2026-08-05 05:30:00,17.44869778648538,78.38269229043549,151,57,Moderate,1,2,1,0,5,5,8,2026,6,2,0,2,30,Morning,No Alternate Route,5
2026-08-05 05:35:00,17.44990723849017,78.38423703889339,89,70,Low,0,2,2,0,5,5,8,2026,6,2,0,2,35,Morning,No Alternate Route,0
2026-08-05 05:40:00,17.38403353625,78.4880970916013,96,73,Low,3,0,2,0,5,5,8,2026,6,2,0,2,40,Morning,No Alternate Route,0
2026-08-05 05:45:00,17.38591328037682,78.48610928340867,149,48,Moderate,3,0,2,0,5,5,8,2026,6,2,0,2,45,Morning,No Alternate Route,5
2026-08-05 05:50:00,17.49508782327498,78.39031738057881,138,57,Moderate,2,3,1,0,5,5,8,2026,6,2,0,2,50,Morning,No Alternate Route,5
2026-08-05 05:55:00,17.45076560413909,78.38342686085281,133,45,Moderate,0,2,1,0,5,5,8,2026,6,2,0,2,55,Morning,No Alternate Route,5
2026-08-05 06:00:00,17.42421864452614,78.47230670947536,100,64,Low,0,4,0,0,6,5,8,2026,6,2,0,2,0,Morning,No Alternate Route,0
2026-08-05 06:05:00,17.45200968071038,78.38376198826634,93,69,Low,0,2,0,1,6,5,8,2026,6,2,0,2,5,Morning,No Alternate Route,0
2026-08-05 06:10:00,17.42271367331134,78.47247421374307,141,50,Moderate,3,4,1,0,6,5,8,2026,6,2,0,2,10,Morning,No Alternate Route,5
2026-08-05 06:15:00,17.38649244593962,78.48596442659958,134,53,Moderate,2,0,0,0,6,5,8,2026,6,2,0,2,15,Morning,No Alternate Route,5
2026-08-05 06:20:00,17.42537061432401,78.47493980751723,111,45,Moderate,0,4,1,0,6,5,8,2026,6,2,0,2,20,Morning,No Alternate Route,5
2026-08-05 06:25:00,17.49437787450995,78.39173159078877,144,41,Moderate,0,3,0,0,6,5,8,2026,6,2,0,2,25,Morning,No Alternate Route,5
2026-08-05 06:30:00,17.41451881109538,78.44703099400627,124,44,Moderate,3,1,0,0,6,5,8,2026,6,2,0,2,30,Morning,No Alternate Route,5
2026-08-05 06:35:00,17.38494431120102,78.48621914949032,159,58,Moderate,3,0,1,0,6,5,8,2026,6,2,0,2,35,Morning,No Alternate Route,5
2026-08-05 06:40:00,17.38315139121715,78.48768159427073,172,40,Moderate,0,0,1,0,6,5,8,2026,6,2,0,2,40,Morning,No Alternate Route,5
2026-08-05 06:45:00,17.42311573273396,78.47545407938593,80,80,Low,3,4,0,0,6,5,8,2026,6,2,0,2,45,Morning,No Alternate Route,0
2026-08-05 06:50:00,17.45047764941611,78.3837306643268,139,41,Moderate,3,2,0,0,6,5,8,2026,6,2,0,2,50,Morning,No Alternate Route,5
2026-08-05 06:55:00,17.4503758533205,78.38445390543102,109,44,Moderate,1,2,0,0,6,5,8,2026,6,2,0,2,55,Morning,No Alternate Route,5
2026-08-05 07:00:00,17.38409520498196,78.48479421479158,537,24,High,3,0,0,0,7,5,8,2026,6,2,0,1,0,Morning,No Alternate Route,15
2026-08-05 07:05:00,17.38676224517938,78.48710095726568,539,37,High,1,0,2,0,7,5,8,2026,6,2,0,1,5,Morning,No Alternate Route,15
2026-08-05 07:10:00,17.38347365476019,78.48837679628211,551,20,High,1,0,1,0,7,5,8,2026,6,2,0,1,10,Morning,No Alternate Route,15
2026-08-05 07:15:00,17.41085976282098,78.44654549407107,664,10,Severe,1,1,1,0,7,5,8,2026,6,2,0,1,15,Morning,No Alternate Route,30
2026-08-05 07:20:00,17.41093156898897,78.44750581706347,472,31,High,3,1,2,0,7,5,8,2026,6,2,0,1,20,Morning,No Alternate Route,15
2026-08-05 07:25:00,17.44964521698326,78.38174489468109,535,22,High,1,2,2,0,7,5,8,2026,6,2,0,1,25,Morning,No Alternate Route,15
2026-08-05 07:30:00,17.42284156501813,78.47329169614854,458,24,High,0,4,0,0,7,5,8,2026,6,2,0,1,30,Morning,No Alternate Route,15
2026-08-05 07:35:00,17.38399862508478,78.48727114511743,602,18,Severe,2,0,1,0,7,5,8,2026,6,2,0,1,35,Morning,No Alternate Route,30
2026-08-05 07:40:00,17.38575186249644,78.48585644941718,456,27,High,3,0,2,0,7,5,8,2026,6,2,0,1,40,Morning,No Alternate Route,15
2026-08-05 07:45:00,17.44998996236767,78.3834715478232,509,33,High,1,2,1,0,7,5,8,2026,6,2,0,1,45,Morning,No Alternate Route,15
2026-08-05 07:50:00,17.49639560188232,78.39301979964725,583,23,High,1,3,1,0,7,5,8,2026,6,2,0,1,50,Morning,No Alternate Route,15
2026-08-05 07:55:00,17.38613614166832,78.485832788592,453,20,High,2,0,1,0,7,5,8,2026,6,2,0,1,55,Morning,No Alternate Route,15
2026-08-05 08:00:00,17.49671661151994,78.39145319216215,467,21,High,2,3,1,0,8,5,8,2026,6,2,0,1,0,Morning,No Alternate Route,15
2026-08-05 08:05:00,17.49647496148755,78.3923250717039,502,36,High,0,3,0,0,8,5,8,2026,6,2,0,1,5,Morning,No Alternate Route,15
2026-08-05 08:10:00,17.49549347383881,78.3933879339592,565,20,High,2,3,1,0,8,5,8,2026,6,2,0,1,10,Morning,No Alternate Route,15
2026-08-05 08:15:00,17.38692047143941,78.48718805476327,486,37,High,2,0,2,0,8,5,8,2026,6,2,0,1,15,Morning,No Alternate Route,15
2026-08-05 08:20:00,17.38637824233562,78.48612491820681,627,10,Severe,2,0,2,0,8,5,8,2026,6,2,0,1,20,Morning,No Alternate Route,30
2026-08-05 08:25:00,17.4227742860961,78.47474475805951,545,35,High,2,4,0,0,8,5,8,2026,6,2,0,1,25,Morning,No Alternate Route,15
2026-08-05 08:30:00,17.41422512401969,78.44821596753293,529,28,High,2,1,0,1,8,5,8,2026,6,2,0,1,30,Morning,No Alternate Route,15
2026-08-05 08:35:00,17.45106766612295,78.38339397641676,493,21,High,1,2,0,0,8,5,8,2026,6,2,0,1,35,Morning,No Alternate Route,15
2026-08-05 08:40:00,17.42585183235379,78.4756640394948,532,23,High,1,4,2,0,8,5,8,2026,6,2,0,1,40,Morning,No Alternate Route,15
2026-08-05 08:45:00,17.42500640758782,78.47231531698026,543,28,High,1,4,2,0,8,5,8,2026,6,2,0,1,45,Morning,No Alternate Route,15
2026-08-05 08:50:00,17.38673741913982,78.48500151203987,486,26,High,1,0,2,0,8,5,8,2026,6,2,0,1,50,Morning,No Alternate Route,15
2026-08-05 08:55:00,17.42471959154745,78.47256820872116,533,34,High,0,4,2,0,8,5,8,2026,6,2,0,1,55,Morning,No Alternate Route,15
2026-08-05 09:00:00,17.45068878573957,78.38244162586955,492,27,High,0,2,0,0,9,5,8,2026,6,2,0,1,0,Morning,No Alternate Route,15
2026-08-05 09:05:00,17.41197811879608,78.44817222415529,655,11,Severe,0,1,0,0,9,5,8,2026,6,2,0,1,5,Morning,No Alternate Route,30
2026-08-05 09:10:00,17.44873642608074,78.38385425163924,531,20,High,2,2,1,0,9,5,8,2026,6,2,0,1,10,Morning,No Alternate Route,15
2026-08-05 09:15:00,17.45082302657523,78.38340792974205,615,18,Severe,0,2,0,0,9,5,8,2026,6,2,0,1,15,Morning,No Alternate Route,30
2026-08-05 09:20:00,17.38607228064746,78.48655240062489,486,32,High,1,0,1,0,9,5,8,2026,6,2,0,1,20,Morning,No Alternate Route,15
2026-08-05 09:25:00,17.49449766005691,78.39071028759521,575,40,High,2,3,1,0,9,5,8,2026,6,2,0,1,25,Morning,No Alternate Route,15
2026-08-05 09:30:00,17.45158455744982,78.3825814373873,494,20,High,2,2,0,0,9,5,8,2026,6,2,0,1,30,Morning,No Alternate Route,15
2026-08-05 09:35:00,17.38317476726149,78.48533573848293,561,32,High,3,0,0,0,9,5,8,2026,6,2,0,1,35,Morning,No Alternate Route,15
2026-08-05 09:40:00,17.49599579391971,78.39056059333636,643,14,Severe,0,3,0,0,9,5,8,2026,6,2,0,1,40,Morning,No Alternate Route,30
2026-08-05 09:45:00,17.42486270151984,78.4741081360873,470,30,High,0,4,0,0,9,5,8,2026,6,2,0,1,45,Morning,No Alternate Route,15
2026-08-05 09:50:00,17.49458129291238,78.39343985920019,456,26,High,3,3,2,0,9,5,8,2026,6,2,0,1,50,Morning,No Alternate Route,15
2026-08-05 09:55:00,17.42283857437478,78.47210821194138,512,33,High,0,4,0,0,9,5,8,2026,6,2,0,1,55,Morning,No Alternate Route,15
2026-08-05 10:00:00,17.4120225452997,78.44872384947547,233,44,Moderate,3,1,1,0,10,5,8,2026,6,2,0,1,0,Morning,No Alternate Route,5
2026-08-05 10:05:00,17.45188155137195,78.38223185408197,303,24,High,1,2,1,0,10,5,8,2026,6,2,0,1,5,Morning,No Alternate Route,15
2026-08-05 10:10:00,17.42370594930515,78.47446141134809,203,56,Moderate,3,4,0,0,10,5,8,2026,6,2,0,1,10,Morning,No Alternate Route,5
2026-08-05 10:15:00,17.49302157827317,78.39324809846951,230,56,Moderate,2,3,2,0,10,5,8,2026,6,2,0,1,15,Morning,No Alternate Route,5
2026-08-05 10:20:00,17.42192358606374,78.47308217988326,271,49,Moderate,1,4,2,0,10,5,8,2026,6,2,0,1,20,Morning,No Alternate Route,5
2026-08-05 10:25:00,17.41062457083671,78.44779245699658,314,28,High,0,1,2,0,10,5,8,2026,6,2,0,1,25,Morning,No Alternate Route,15
2026-08-05 10:30:00,17.45203325700195,78.38092326439516,245,54,Moderate,1,2,0,0,10,5,8,2026,6,2,0,1,30,Morning,No Alternate Route,5
2026-08-05 10:35:00,17.38368040183975,78.48794682786806,239,49,Moderate,1,0,2,1,10,5,8,2026,6,2,0,1,35,Morning,No Alternate Route,5
2026-08-05 10:40:00,17.41182161003452,78.44876281258844,290,41,Moderate,3,1,0,0,10,5,8,2026,6,2,0,1,40,Morning,No Alternate Route,5
2026-08-05 10:45:00,17.42399301524707,78.47359554972039,244,58,Moderate,3,4,1,0,10,5,8,2026,6,2,0,1,45,Morning,No Alternate Route,5
2026-08-05 10:50:00,17.45108528722364,78.38198968201975,233,57,Moderate,3,2,1,0,10,5,8,2026,6,2,0,1,50,Morning,No Alternate Route,5
2026-08-05 10:55:00,17.42482090126905,78.47558893031427,348,27,High,1,4,1,0,10,5,8,2026,6,2,0,1,55,Morning,No Alternate Route,15
2026-08-05 11:00:00,17.49670655167482,78.39284850918719,254,49,Moderate,2,3,1,0,11,5,8,2026,6,2,0,2,0,Morning,No Alternate Route,5
2026-08-05 11:05:00,17.41230038809565,78.44652274142925,216,53,Moderate,0,1,0,0,11,5,8,2026,6,2,0,2,5,Morning,No Alternate Route,5
2026-08-05 11:10:00,17.41278984273674,78.44882185216214,211,54,Moderate,3,1,1,0,11,5,8,2026,6,2,0,2,10,Morning,No Alternate Route,5
2026-08-05 11:15:00,17.42290861315745,78.47389174764128,218,40,Moderate,3,4,0,0,11,5,8,2026,6,2,0,2,15,Morning,No Alternate Route,5
2026-08-05 11:20:00,17.41069059051451,78.44698545955397,323,26,High,3,1,2,0,11,5,8,2026,6,2,0,2,20,Morning,No Alternate Route,15
2026-08-05 11:25:00,17.49312479118001,78.39333771298749,240,42,Moderate,3,3,1,0,11,5,8,2026,6,2,0,2,25,Morning,No Alternate Route,5
2026-08-05 11:30:00,17.4506919286928,78.38156624109658,244,59,Moderate,1,2,1,0,11,5,8,2026,6,2,0,2,30,Morning,No Alternate Route,5
2026-08-05 11:35:00,17.49307046031392,78.39014163609262,289,42,Moderate,0,3,0,0,11,5,8,2026,6,2,0,2,35,Morning,No Alternate Route,5
2026-08-05 11:40:00,17.38421065703747,78.4865422652453,204,49,Moderate,3,0,1,0,11,5,8,2026,6,2,0,2,40,Morning,No Alternate Route,5
2026-08-05 11:45:00,17.42415188754411,78.47417263724893,320,27,High,0,4,2,0,11,5,8,2026,6,2,0,2,45,Morning,No Alternate Route,15
2026-08-05 11:50:00,17.49637694326184,78.3914287266114,216,48,Moderate,1,3,0,0,11,5,8,2026,6,2,0,2,50,Morning,No Alternate Route,5
2026-08-05 11:55:00,17.41455876618058,78.44829470111563,305,26,High,1,1,0,0,11,5,8,2026,6,2,0,2,55,Morning,No Alternate Route,15
2026-08-05 12:00:00,17.38417132593307,78.48666596609301,332,35,High,2,0,0,0,12,5,8,2026,6,2,0,2,0,Afternoon,No Alternate Route,15
2026-08-05 12:05:00,17.41290269110571,78.44882660171025,211,45,Moderate,0,1,1,0,12,5,8,2026,6,2,0,2,5,Afternoon,No Alternate Route,5
2026-08-05 12:10:00,17.41320286327922,78.44705213458998,240,49,Moderate,1,1,1,0,12,5,8,2026,6,2,0,2,10,Afternoon,No Alternate Route,5
2026-08-05 12:15:00,17.44842981507066,78.3818037531844,200,55,Moderate,3,2,1,0,12,5,8,2026,6,2,0,2,15,Afternoon,No Alternate Route,5
2026-08-05 12:20:00,17.44919368738666,78.38436660806583,259,47,Moderate,2,2,1,0,12,5,8,2026,6,2,0,2,20,Afternoon,No Alternate Route,5
2026-08-05 12:25:00,17.41403155629812,78.44784306270178,289,56,Moderate,0,1,2,0,12,5,8,2026,6,2,0,2,25,Afternoon,No Alternate Route,5
2026-08-05 12:30:00,17.41080783032946,78.44788385966909,203,44,Moderate,3,1,1,0,12,5,8,2026,6,2,0,2,30,Afternoon,No Alternate Route,5
2026-08-05 12:35:00,17.4955089169271,78.39054605983569,247,48,Moderate,1,3,1,0,12,5,8,2026,6,2,0,2,35,Afternoon,No Alternate Route,5
2026-08-05 12:40:00,17.42305409309139,78.47287704691003,243,60,Moderate,1,4,0,0,12,5,8,2026,6,2,0,2,40,Afternoon,No Alternate Route,5
2026-08-05 12:45:00,17.38323042142034,78.48694594712171,329,22,High,0,0,1,0,12,5,8,2026,6,2,0,2,45,Afternoon,No Alternate Route,15
2026-08-05 12:50:00,17.41145586731064,78.44934124973182,275,60,Moderate,1,1,0,0,12,5,8,2026,6,2,0,2,50,Afternoon,No Alternate Route,5
2026-08-05 12:55:00,17.38647026290566,78.48739160699326,279,52,Moderate,3,0,2,0,12,5,8,2026,6,2,0,2,55,Afternoon,No Alternate Route,5
2026-08-05 13:00:00,17.38336371591695,78.48815751158504,282,54,Moderate,0,0,1,0,13,5,8,2026,6,2,0,2,0,Afternoon,No Alternate Route,5
2026-08-05 13:05:00,17.49566243861183,78.39142768135801,301,24,High,0,3,2,0,13,5,8,2026,6,2,0,2,5,Afternoon,No Alternate Route,15
2026-08-05 13:10:00,17.49377796026001,78.39133089942167,334,38,High,3,3,2,0,13,5,8,2026,6,2,0,2,10,Afternoon,No Alternate Route,15
2026-08-05 13:15:00,17.44907929854532,78.38399845705499,347,38,High,0,2,2,0,13,5,8,2026,6,2,0,2,15,Afternoon,No Alternate Route,15
2026-08-05 13:20:00,17.41382289340857,78.44907344450803,302,30,High,3,1,0,0,13,5,8,2026,6,2,0,2,20,Afternoon,No Alternate Route,15
2026-08-05 13:25:00,17.42214537830669,78.47308028458433,318,23,High,0,4,0,0,13,5,8,2026,6,2,0,2,25,Afternoon,No Alternate Route,15
2026-08-05 13:30:00,17.42580250135767,78.47221565770697,233,53,Moderate,1,4,0,0,13,5,8,2026,6,2,0,2,30,Afternoon,No Alternate Route,5
2026-08-05 13:35:00,17.49374099251751,78.39208469186727,340,30,High,0,3,1,0,13,5,8,2026,6,2,0,2,35,Afternoon,No Alternate Route,15
2026-08-05 13:40:00,17.42296564396476,78.47333766363015,237,46,Moderate,1,4,2,0,13,5,8,2026,6,2,0,2,40,Afternoon,No Alternate Route,5
2026-08-05 13:45:00,17.38694396853663,78.48667014618071,187,52,Moderate,1,0,2,0,13,5,8,2026,6,2,0,2,45,Afternoon,No Alternate Route,5
2026-08-05 13:50:00,17.49592135163361,78.3926291130806,344,40,High,1,3,1,0,13,5,8,2026,6,2,0,2,50,Afternoon,No Alternate Route,15
2026-08-05 13:55:00,17.41220281035898,78.4462880349812,314,27,High,0,1,0,0,13,5,8,2026,6,2,0,2,55,Afternoon,No Alternate Route,15
2026-08-05 14:00:00,17.42494592976774,78.47325106169768,247,53,Moderate,1,4,1,0,14,5,8,2026,6,2,0,2,0,Afternoon,No Alternate Route,5
2026-08-05 14:05:00,17.45185643918433,78.38439374282582,343,25,High,3,2,2,0,14,5,8,2026,6,2,0,2,5,Afternoon,No Alternate Route,15
2026-08-05 14:10:00,17.44842483385546,78.38111915876772,288,53,Moderate,1,2,2,0,14,5,8,2026,6,2,0,2,10,Afternoon,No Alternate Route,5
2026-08-05 14:15:00,17.41091801095632,78.44983353436643,309,27,High,1,1,0,0,14,5,8,2026,6,2,0,2,15,Afternoon,No Alternate Route,15
2026-08-05 14:20:00,17.38335300799353,78.48473592707235,216,59,Moderate,1,0,0,0,14,5,8,2026,6,2,0,2,20,Afternoon,No Alternate Route,5
2026-08-05 14:25:00,17.38507183591007,78.48540444093494,264,45,Moderate,3,0,0,0,14,5,8,2026,6,2,0,2,25,Afternoon,No Alternate Route,5
2026-08-05 14:30:00,17.41331225866622,78.44836249030692,232,59,Moderate,0,1,1,0,14,5,8,2026,6,2,0,2,30,Afternoon,No Alternate Route,5
2026-08-05 14:35:00,17.4225761222561,78.47558280473183,261,42,Moderate,0,4,0,0,14,5,8,2026,6,2,0,2,35,Afternoon,No Alternate Route,5
2026-08-05 14:40:00,17.45056227344512,78.38321537195897,184,54,Moderate,1,2,1,0,14,5,8,2026,6,2,0,2,40,Afternoon,No Alternate Route,5
2026-08-05 14:45:00,17.38575481424884,78.48753332429328,242,52,Moderate,2,0,1,0,14,5,8,2026,6,2,0,2,45,Afternoon,No Alternate Route,5
2026-08-05 14:50:00,17.41289613028237,78.44738904877131,205,45,Moderate,1,1,0,0,14,5,8,2026,6,2,0,2,50,Afternoon,No Alternate Route,5
2026-08-05 14:55:00,17.42466639269363,78.4739569736566,247,57,Moderate,3,4,1,0,14,5,8,2026,6,2,0,2,55,Afternoon,No Alternate Route,5
2026-08-05 15:00:00,17.45126281045794,78.38197164682497,339,38,High,0,2,0,0,15,5,8,2026,6,2,0,2,0,Afternoon,No Alternate Route,15
2026-08-05 15:05:00,17.41324356117878,78.44966118110831,220,45,Moderate,0,1,1,0,15,5,8,2026,6,2,0,2,5,Afternoon,No Alternate Route,5
2026-08-05 15:10:00,17.41413659617542,78.4493821029796,235,42,Moderate,2,1,2,1,15,5,8,2026,6,2,0,2,10,Afternoon,No Alternate Route,5
2026-08-05 15:15:00,17.41369353110069,78.44940496451477,280,45,Moderate,3,1,0,0,15,5,8,2026,6,2,0,2,15,Afternoon,No Alternate Route,5
2026-08-05 15:20:00,17.49425374422231,78.39003736907355,326,23,High,1,3,2,0,15,5,8,2026,6,2,0,2,20,Afternoon,No Alternate Route,15
2026-08-05 15:25:00,17.49493306321935,78.39278839955216,285,51,Moderate,2,3,2,0,15,5,8,2026,6,2,0,2,25,Afternoon,No Alternate Route,5
2026-08-05 15:30:00,17.42555728906585,78.47564408923805,269,50,Moderate,1,4,0,0,15,5,8,2026,6,2,0,2,30,Afternoon,No Alternate Route,5
2026-08-05 15:35:00,17.4122132135942,78.44811270599693,200,42,Moderate,2,1,2,0,15,5,8,2026,6,2,0,2,35,Afternoon,No Alternate Route,5
2026-08-05 15:40:00,17.38667209946583,78.48703947331262,256,54,Moderate,0,0,0,0,15,5,8,2026,6,2,0,2,40,Afternoon,No Alternate Route,5
2026-08-05 15:45:00,17.49558491044532,78.38980620550885,271,49,Moderate,2,3,2,0,15,5,8,2026,6,2,0,2,45,Afternoon,No Alternate Route,5
2026-08-05 15:50:00,17.44961204625805,78.38145004185442,192,50,Moderate,3,2,2,0,15,5,8,2026,6,2,0,2,50,Afternoon,No Alternate Route,5
2026-08-05 15:55:00,17.383497113506,78.48773396232107,323,36,High,2,0,0,1,15,5,8,2026,6,2,0,2,55,Afternoon,No Alternate Route,15
2026-08-05 16:00:00,17.45009699277822,78.38392894439458,366,33,High,1,2,0,0,16,5,8,2026,6,2,0,2,0,Afternoon,No Alternate Route,15
2026-08-05 16:05:00,17.45201734511278,78.38271610007297,409,33,High,2,2,0,0,16,5,8,2026,6,2,0,2,5,Afternoon,No Alternate Route,15
2026-08-05 16:10:00,17.42563971168658,78.47434910092724,422,37,High,0,4,1,0,16,5,8,2026,6,2,0,2,10,Afternoon,No Alternate Route,15
2026-08-05 16:15:00,17.41104311369751,78.44672666088091,438,22,High,3,1,2,0,16,5,8,2026,6,2,0,2,15,Afternoon,No Alternate Route,15
2026-08-05 16:20:00,17.4242332113307,78.4746079471851,350,25,High,2,4,2,0,16,5,8,2026,6,2,0,2,20,Afternoon,No Alternate Route,15
2026-08-05 16:25:00,17.42298530360765,78.4757542285769,334,26,High,3,4,0,0,16,5,8,2026,6,2,0,2,25,Afternoon,No Alternate Route,15
2026-08-05 16:30:00,17.49416052079697,78.39175807311041,405,23,High,2,3,0,0,16,5,8,2026,6,2,0,2,30,Afternoon,No Alternate Route,15
2026-08-05 16:35:00,17.42542012145244,78.47321733065819,358,24,High,3,4,0,0,16,5,8,2026,6,2,0,2,35,Afternoon,No Alternate Route,15
2026-08-05 16:40:00,17.42568554341615,78.47403994698361,484,23,High,3,4,2,0,16,5,8,2026,6,2,0,2,40,Afternoon,No Alternate Route,15
2026-08-05 16:45:00,17.49419540508867,78.39296923330424,305,27,High,3,3,0,0,16,5,8,2026,6,2,0,2,45,Afternoon,No Alternate Route,15
2026-08-05 16:50:00,17.41247663546469,78.44677572892644,315,20,High,3,1,0,0,16,5,8,2026,6,2,0,2,50,Afternoon,No Alternate Route,15
2026-08-05 16:55:00,17.38362926309757,78.48543332275518,449,38,High,0,0,0,0,16,5,8,2026,6,2,0,2,55,Afternoon,No Alternate Route,15
2026-08-05 17:00:00,17.44849457081638,78.38451761383585,429,39,High,3,2,0,0,17,5,8,2026,6,2,0,0,0,Evening,No Alternate Route,15
2026-08-05 17:05:00,17.41382281440411,78.44658880723095,468,24,High,0,1,1,0,17,5,8,2026,6,2,0,0,5,Evening,No Alternate Route,15
2026-08-05 17:10:00,17.45029494110364,78.38292180076515,440,20,High,1,2,1,0,17,5,8,2026,6,2,0,0,10,Evening,No Alternate Route,15
2026-08-05 17:15:00,17.38632339849009,78.4879933911556,318,40,High,2,0,1,0,17,5,8,2026,6,2,0,0,15,Evening,No Alternate Route,15
2026-08-05 17:20:00,17.42410724002995,78.47407553222952,424,20,High,1,4,2,0,17,5,8,2026,6,2,0,0,20,Evening,No Alternate Route,15
2026-08-05 17:25:00,17.42330046138816,78.47354942091002,455,21,High,0,4,1,0,17,5,8,2026,6,2,0,0,25,Evening,No Alternate Route,15
2026-08-05 17:30:00,17.45002119175937,78.38363879916089,458,27,High,1,2,2,0,17,5,8,2026,6,2,0,0,30,Evening,No Alternate Route,15
2026-08-05 17:35:00,17.38564484517367,78.48858747173436,394,23,High,1,0,2,0,17,5,8,2026,6,2,0,0,35,Evening,No Alternate Route,15
2026-08-05 17:40:00,17.42268835814663,78.47559643246848,473,20,High,3,4,2,0,17,5,8,2026,6,2,0,0,40,Evening,No Alternate Route,15
2026-08-05 17:45:00,17.42346551376053,78.47535511512623,446,29,High,1,4,0,0,17,5,8,2026,6,2,0,0,45,Evening,No Alternate Route,15
2026-08-05 17:50:00,17.41298447640676,78.44650855128353,394,29,High,0,1,0,0,17,5,8,2026,6,2,0,0,50,Evening,No Alternate Route,15
2026-08-05 17:55:00,17.41380785198953,78.44836646042975,403,29,High,3,1,0,0,17,5,8,2026,6,2,0,0,55,Evening,No Alternate Route,15
2026-08-05 18:00:00,17.38317871653891,78.48794468644446,717,12,Severe,0,0,0,0,18,5,8,2026,6,2,0,0,0,Evening,No Alternate Route,30
